station_id,station_name,rides_started,rides_ended,net_outflow,total_activity
KA1504000151,Clark St & Bryn Mawr Ave,9661,10148,-487,19809
CHI00250,Michigan Ave & Ida B Wells Dr,10213,9592,621,19805
TA1309000043,Southport Ave & Irving Park Rd,10021,9761,260,19782
13224,Ashland Ave & Blackhawk St,9688,10064,-376,19752
13289,Eckhart Park,9954,9737,217,19691
CHI00370,Desplaines St & Randolph St,10375,9251,1124,19626
CHI00365,Clarendon Ave & Leland Ave,9796,9817,-21,19613
TA1307000070,Damen Ave & Thomas St (Augusta Blvd),9782,9801,-19,19583
CHI00280,Elizabeth St & Fulton St,9848,9712,136,19560
SL-007,State St & Harrison St,10353,9125,1228,19478
CHI00571,Broadway & Thorndale Ave,9571,9795,-224,19366
CHI02169,Larrabee St & Kingsbury St 2,9933,9397,536,19330
637,Wood St & Chicago Ave,9539,9755,-216,19294
TA1305000017,Halsted St & Roosevelt Rd,9909,9348,561,19257
CHI00460,Ellis Ave & 58th St,9678,9534,144,19212
18003,Fairbanks St & Superior St,9574,9618,-44,19192
CHI00246,State St & Van Buren St,10192,8989,1203,19181
CHI00338,Ashland Ave & Chicago Ave,9435,9669,-234,19104
13290,Noble St & Milwaukee Ave,9721,9344,377,19065
CHI00381,Damen Ave & Leland Ave,9551,9496,55,19047
CHI02074,Franklin St & Washington St,9335,9711,-376,19046
CHI02081,Green St & Lake St,9467,9564,-97,19031
13139,Throop St & Taylor St,9363,9629,-266,18992
13197,Elizabeth St & Fulton St,9540,9396,144,18936
CHI01915,Michigan Ave & Madison St,9682,9233,449,18915
CHI00311,Broadway & Argyle St,9366,9530,-164,18896
CHI00481,Southport Ave & Irving Park Rd,9538,9309,229,18847
CHI00282,Western Ave & Winnebago Ave,9463,9304,159,18767
PI00002,Streeter Dr/Grand Ave,9331,9406,-75,18737
13109,Broadway & Berwyn Ave,9307,9421,-114,18728
CHI00229,Ogden Ave & Race Ave,9329,9343,-14,18672
TA1305000004,McCormick Place,9843,8755,1088,18598
KA1503000022,Clark St & Montrose Ave,9395,9153,242,18548
CHI02012,Ashland Ave & Augusta Blvd,9356,9173,183,18529
13108,Broadway & Argyle St,9252,9263,-11,18515
13215,Rhodes Ave & 32nd St,9447,9065,382,18512
CHI00226,[Archived] Wilton Ave & Diversey Pkwy,9042,9439,-397,18481
CHI00258,Paulina Ave & North Ave,9216,9260,-44,18476
CHI00701,Larrabee St & Oak St,9431,9033,398,18464
CHI00379,Green St & Washington Blvd,9120,9265,-145,18385
CHI02021,Wentworth Ave & Cermak Rd*,8855,9524,-669,18379
TA1309000059,Racine Ave & Wrightwood Ave,8896,9277,-381,18173
CHI00612,Delano Ct & Roosevelt Rd,9505,8666,839,18171
CHI01076,Dearborn St & Van Buren St,9670,8480,1190,18150
TA1305000037,Paulina Ave & North Ave,8958,9182,-224,18140
22003,University Ave & 59th St,8945,9192,-247,18137
KA1503000059,Lake Park Ave & 53rd St,8911,9170,-259,18081
13059,Sheridan Rd & Argyle St,8971,9054,-83,18025
CHI00278,Ada St & Washington Blvd,9377,8590,787,17967
CHI00607,McCormick Place,9430,8311,1119,17741
CHI02122,Clark St & Eddy St,8496,9211,-715,17707
CHI00513,Jefferson St & Monroe St,9501,8197,1304,17698
639,Lakefront Trail & Wilson Ave,8758,8940,-182,17698
TA1309000030,Southport Ave & Clybourn Ave,8440,9242,-802,17682
CHI00788,Wood St & Augusta Blvd,8882,8767,115,17649
CHI02182,St. Clair St & Erie St 2,8779,8838,-59,17617
18067,Walsh Park,8775,8748,27,17523
TA1306000025,Racine Ave & Congress Pkwy,8988,8528,460,17516
13269,Ashland Ave & Wellington Ave,8541,8939,-398,17480
CHI01542,Clinton St & Tilden St,9330,8129,1201,17459
13247,Ashland Ave & Chicago Ave,8529,8910,-381,17439
CHI00506,Racine Ave & Wrightwood Ave,8542,8883,-341,17425
22001,Wells St & Institute Pl,9277,8136,1141,17413
CHI00428,Leavitt St & North Ave,8807,8600,207,17407
13319,Ashland Ave & Grace St,8771,8633,138,17404
13037,Clinton St & Tilden St,8924,8459,465,17383
CHI00697,Fairbanks St & Superior St,8688,8644,44,17332
CHI00408,Ashland Ave & Wellington Ave,8431,8819,-388,17250
CHI02034,Cornell Ave & Hyde Park Blvd,8647,8528,119,17175
CHI01114,Sheridan Rd & Noyes St (NU),8598,8477,121,17075
KA1504000171,Marine Dr & Ainslie St,8565,8493,72,17058
TA1307000119,Clarendon Ave & Leland Ave,8491,8550,-59,17041
CHI00425,Lincoln Ave & Sunnyside Ave,8395,8597,-202,16992
WL-008,Clinton St & Roosevelt Rd,8386,8577,-191,16963
KA1706005007,Delano Ct & Roosevelt Rd,8990,7939,1051,16929
CHI00737,Benson Ave & Church St,8437,8478,-41,16915
15575,Broadway & Thorndale Ave,8320,8524,-204,16844
CHI00416,Wabash Ave & Wacker Pl,8652,8149,503,16801
15571,Broadway & Granville Ave,8304,8470,-166,16774
CHI02098,Peoria St & Kinzie St,8388,8376,12,16764
TA1305000010,Michigan Ave & Ida B Wells Dr,8652,8052,600,16704
13164,Racine Ave & 18th St,8305,8358,-53,16663
CHI00297,Larrabee St & North Ave,8538,7992,546,16530
CHI02055,Wilton Ave & Addison St,8171,8281,-110,16452
TA1306000008,Larrabee St & North Ave,8442,7992,450,16434
CHI00382,Southport Ave & Diversey Pkwy,8127,8307,-180,16434
CHI00585,Ellis Ave & 53rd St,8298,8078,220,16376
13080,Hermitage Ave & Polk St,8134,8227,-93,16361
13248,Ashland Ave & Augusta Blvd,8250,8082,168,16332
CHI00466,Southport Ave & Clybourn Ave,7979,8313,-334,16292
CHI00559,Lake Park Ave & 53rd St,8114,8079,35,16193
KA1504000103,Western Ave & Walton St,7818,8347,-529,16165
TA1307000158,Damen Ave & Leland Ave,8120,7997,123,16117
CHI00357,Wolcott (Ravenswood) Ave & Montrose Ave,8013,8043,-30,16056
TA1307000140,Western Ave & Leland Ave,7915,8117,-202,16032
CHI00511,Stony Island Ave & 57th St,8093,7853,240,15946
CHI00497,Clinton St & Roosevelt Rd,7836,8089,-253,15925
20246.0,N Green St & W Lake St,8141,7760,381,15901
TA1308000021,Winthrop Ave & Lawrence Ave,7826,8072,-246,15898
657,Wood St & Augusta Blvd,8115,7760,355,15875
CHI00435,Western Ave & Leland Ave,7905,7952,-47,15857
CHI00344,Clybourn Ave & Division St,8132,7594,538,15726
CHI00403,Damen Ave & Charleston St,7845,7864,-19,15709
604,Sheridan Rd & Noyes St (NU),7778,7802,-24,15580
CHI00574,Griffin Museum of Science and Industry,7992,7576,416,15568
TA1309000041,Sheridan Rd & Lawrence Ave,7827,7681,146,15508
CHI00263,Orleans St & Elm St,8125,7303,822,15428
CHI00276,Ashland Ave & Wrightwood Ave,7529,7820,-291,15349
TA1309000029,Leavitt St & Armitage Ave,7661,7684,-23,15345
13294,Greenview Ave & Diversey Pkwy,7505,7806,-301,15311
KA1503000052,Ellis Ave & 53rd St,7801,7460,341,15261
13206,Loomis St & Jackson Blvd,7500,7737,-237,15237
CHI02089,Broadway & Sunnyside Ave,7630,7598,32,15228
CHI02153,Broadway & Roscoe Ave,7603,7610,-7,15213
13257,Campbell Ave & North Ave,7797,7389,408,15186
CHI00277,Racine Ave & 18th St,7609,7539,70,15148
CHI02110,Hudson Ave & Armitage Ave,7600,7479,121,15079
CHI00262,Larrabee St & Menomonee St,7631,7432,199,15063
596,Benson Ave & Church St,7447,7589,-142,15036
TA1307000156,Lincoln Ave & Sunnyside Ave,7393,7642,-249,15035
CHI00625,Damen Ave & Foster Ave,7545,7477,68,15022
TA1306000006,Orleans St & Elm St,7749,7218,531,14967
13124,Cannon Dr & Fullerton Ave,7189,7756,-567,14945
CHI00391,Winthrop Ave & Lawrence Ave,7458,7478,-20,14936
15550,Canal St & Taylor St,7390,7530,-140,14920
CHI00576,Western Ave & Walton St,7423,7491,-68,14914
CHI00467,Leavitt St & Armitage Ave,7521,7369,152,14890
CHI01666,LaSalle St & Calhoun Pl,7161,7688,-527,14849
CHI02143,St Clair St & Ohio St,7413,7392,21,14805
CHI01913,University Ave & 59th St,7425,7356,69,14781
CHI00417,Damen Ave & Ohio St,7283,7485,-202,14768
chargingstx07,Wentworth Ave & Cermak Rd*,6808,7902,-1094,14710
CHI00716,Walsh Park,7611,7058,553,14669
CHI00713,Leavitt St & Chicago Ave,7253,7415,-162,14668
CHI00443,Blue Island Ave & 18th St,7182,7456,-274,14638
CHI00341,Campbell Ave & North Ave,7394,7233,161,14627
13285,Wood St & Taylor St (Temp),7595,7020,575,14615
TA1307000149,Ravenswood Ave & Irving Park Rd,7220,7346,-126,14566
13144,Seeley Ave & Roscoe St,7081,7458,-377,14539
CHI00389,Throop St & Taylor St,7097,7419,-322,14516
CHI00492,Sheridan Rd & Lawrence Ave,7219,7258,-39,14477
CHI02112,Lincoln Ave & Dickens Ave,7187,7271,-84,14458
13163,Morgan St & 18th St,7090,7354,-264,14444
KA1503000074,Griffin Museum of Science and Industry,7308,7094,214,14402
CHI00503,Ashland Ave & Grace St,7207,7191,16,14398
13288,Damen Ave & Charleston St,7103,7283,-180,14386
624,Dearborn St & Van Buren St,7341,7039,302,14380
17660,California Ave & Cortez St,6943,7415,-472,14358
CHI00532,Canal St & Taylor St,7078,7246,-168,14324
CHI00265,Racine Ave & Congress Pkwy,7385,6833,552,14218
CHI00700,California Ave & Cortez St,6968,7188,-220,14156
CHI00384,Ashland Ave & Lake St,7267,6877,390,14144
CHI02043,Chicago Ave & Sheridan Rd,7062,7079,-17,14141
CHI00309,Ravenswood Ave & Irving Park Rd,7015,7117,-102,14132
13296,Ashland Ave & Wrightwood Ave,6951,7163,-212,14114
15650,Spaulding Ave & Armitage Ave,6885,7220,-335,14105
CHI00314,Cannon Dr & Fullerton Ave,6922,7143,-221,14065
CHI00364,Halsted St & Roosevelt Rd,7479,6558,921,14037
CHI00560,Calumet Ave & 21st St,7015,7011,4,14026
CHI00475,Seeley Ave & Roscoe St,6928,7093,-165,14021
chargingstx2,Wilton Ave & Diversey Pkwy*,6973,7030,-57,14003
CHI00636,Humboldt Blvd & Armitage Ave,7067,6873,194,13940
654,Racine Ave & Washington Blvd,6937,6956,-19,13893
KA1503000034,LaSalle St & Adams St,6987,6902,85,13889
CHI00440,Wood St & Taylor St (Temp),7149,6639,510,13788
13434,Ashland Ave & Grand Ave,6774,6974,-200,13748
TA1307000144,Wolcott (Ravenswood) Ave & Montrose Ave,6891,6852,39,13743
TA1309000021,Paulina St & Montrose Ave,6969,6772,197,13741
CHI02140,Wacker Dr & Randolph St,6527,7201,-674,13728
CHI00479,Morgan St & 18th St,6774,6924,-150,13698
13398,Blackstone Ave & Hyde Park Blvd,6999,6694,305,13693
CHI00464,Lincoln Ave & Belle Plaine Ave,6810,6879,-69,13689
CHI00647,Artesian Ave & Hubbard St,7106,6563,543,13669
TA1307000115,Clybourn Ave & Division St,6936,6704,232,13640
TA1306000007,Larrabee St & Menomonee St,6774,6852,-78,13626
SL-009,Clark St & 9th St (AMLI),7118,6503,615,13621
CHI00283,Hermitage Ave & Polk St,6754,6864,-110,13618
CHI02184,Canal St & Lake St,6831,6784,47,13615
13135,Blue Island Ave & 18th St,6511,7082,-571,13593
E008,Chicago Ave & Sheridan Rd,6804,6782,22,13586
CHI02193,Riverside Plaza & Adams St,6923,6661,262,13584
CHI00484,Damen Ave & Wellington Ave,6612,6792,-180,13404
CHI02102,Wells St & Madison St,5914,7459,-1545,13373
15578,Broadway & Ridge Ave,6407,6879,-472,13286
CHI00791,Racine Ave & Washington Blvd,6763,6520,243,13283
CHI02167,Harper Ave & 55th St,6662,6598,64,13260
TA1308000006,Damen Ave & Grand Ave,6569,6564,5,13133
CHI00635,Spaulding Ave & Armitage Ave,6441,6675,-234,13116
TA1308000005,Leavitt St & North Ave,6432,6682,-250,13114
13241,Western Ave & Division St,6544,6540,4,13084
CHI00451,LaSalle St & Adams St,6173,6868,-695,13041
CHI02141,Rush St & Illinois St,6516,6451,65,12967
CHI02366,North Ave Beach,6329,6593,-264,12922
CHI01879,Lincoln Ave & Byron St,6440,6479,-39,12919
CHI00463,Paulina St & Montrose Ave,6527,6386,141,12913
13073,Ashland Ave & Lake St,6760,6149,611,12909
TA1308000031,Logan Blvd & Elston Ave,6133,6758,-625,12891
22005,Drexel Ave & 60th St,6243,6590,-347,12833
TA1309000026,Lincoln Ave & Belle Plaine Ave,6298,6514,-216,12812
CHI00337,Broadway & Ridge Ave,6292,6504,-212,12796
CHI00471,Ravenswood Ave & Berteau Ave,6339,6419,-80,12758
CHI00613,Glenwood Ave & Morse Ave,6332,6391,-59,12723
TA1307000129,State St & 35th St,6091,6572,-481,12663
15655,Albany Ave & Bloomingdale Ave,6475,6181,294,12656
CHI00230,Loomis St & Jackson Blvd,6397,6246,151,12643
TA1309000055,Emerald Ave & 31st St,6200,6441,-241,12641
13266,Stave St & Armitage Ave,6206,6419,-213,12625
CHI02105,Halsted St & Belden St,6228,6379,-151,12607
CHI00362,Ashland Ave & Grand Ave,6373,6187,186,12560
CHI00615,Leavitt St & Belmont Ave,6185,6356,-171,12541
CHI00303,Sedgwick St & Schiller St,6521,6012,509,12533
18058,Leavitt St & Chicago Ave,6019,6473,-454,12492
CHI02158,Pine Grove Ave & Wellington Ave,6189,6259,-70,12448
CHI02095,Green St & Chicago Ave,6385,6030,355,12415
13268,Damen Ave & Wellington Ave,5969,6414,-445,12383
CHI00512,California Ave & Francis Pl,6281,6046,235,12327
CHI00386,MLK Jr Dr & 29th St,6327,5945,382,12272
CHI02103,Noble St & Ohio St,6197,6071,126,12268
CHI02026,Fort Dearborn Dr & 31st St*,6108,6157,-49,12265
15546,Calumet Ave & 21st St,6127,6068,59,12195
CHI00836,Sheffield Ave & Armitage Ave Public Rack,5940,6114,-174,12054
CHI01776,Clark St & 9th St (AMLI),6296,5755,541,12051
15651,Humboldt Blvd & Armitage Ave,6088,5939,149,12027
CHI02075,Milwaukee Ave & Fullerton Ave,6018,5980,38,11998
CHI00375,Western Ave & Division St,6186,5811,375,11997
CHI00312,Paulina St & 18th St,5920,6074,-154,11994
CHI02127,Racine Ave & Broadway,6003,5982,21,11985
CHI00261,Morgan Ave & 14th Pl,6028,5868,160,11896
15664,Artesian Ave & Hubbard St,6314,5500,814,11814
CHI00446,Lincoln Ave & Waveland Ave,5786,6003,-217,11789
chargingstx06,Fort Dearborn Dr & 31st St*,5731,6017,-286,11748
CHI00410,Logan Blvd & Elston Ave,5660,6080,-420,11740
CHI02114,Lincoln Ave & Montana St,5834,5902,-68,11736
13292,Kedzie Ave & Palmer Ct,5885,5804,81,11689
CHI00348,Damen Ave & Clybourn Ave,5661,5996,-335,11657
CHI00619,Damen Ave & Lake St,5839,5802,37,11641
13259,California Ave & Francis Pl,6025,5606,419,11631
13271,Damen Ave & Clybourn Ave,5648,5929,-281,11577
23002,Lincoln Ave & Byron St,5728,5846,-118,11574
CHI00424,Halsted St & 18th St,5870,5667,203,11537
CHI00459,Damen Ave & Sunnyside Ave,5783,5754,29,11537
TA1307000159,Paulina St & 18th St,5641,5847,-206,11488
CHI00577,Kimball Ave & Belmont Ave,5619,5800,-181,11419
KA1503000038,Shields Ave & 31st St,5671,5742,-71,11413
TA1306000002,Morgan Ave & 14th Pl,5685,5706,-21,11391
CHI00516,Damen Ave & Melrose Ave,5544,5805,-261,11349
CHI00289,Milwaukee Ave & Rockwell St,5748,5538,210,11286
13253,Lincoln Ave & Waveland Ave,5512,5771,-259,11283
KA17018068,Leavitt St & Belmont Ave,5498,5690,-192,11188
CHI00645,Albany Ave & Bloomingdale Ave,5791,5383,408,11174
CHI02168,Wabash Ave & Jackson Blvd,5350,5817,-467,11167
CHI00442,Kedzie Ave & Palmer Ct,5748,5402,346,11150
CHI02328,Inner Lake Shore Dr & Aldine Ave,5530,5608,-78,11138
CHI00320,Racine Ave & Randolph St,5720,5410,310,11130
CHI02166,May St & Hubbard St,5552,5573,-21,11125
CHI00499,Wood St & Hubbard St,5458,5631,-173,11089
13432,Wood St & Hubbard St,5416,5649,-233,11065
CHI01902,Drexel Ave & 60th St,5509,5542,-33,11051
TA1307000143,Sedgwick St & Schiller St,5714,5335,379,11049
RP-009,Sheridan Rd & Loyola Ave,5444,5581,-137,11025
TA1309000018,Ravenswood Ave & Berteau Ave,5444,5565,-121,11009
CHI02072,Wells St & Washington St,5415,5475,-60,10890
CHI01983,Peterson/Ridge Metra,5429,5431,-2,10860
658,Leavitt St & Division St,5494,5361,133,10855
CHI00520,Blackstone Ave & Hyde Park Blvd,5517,5332,185,10849
CHI02101,Riley O'Neil Memorial Station at City Hall,5463,5384,79,10847
CHI00478,Lincoln Ave & Addison St,5237,5516,-279,10753
CHI02118,Halsted St & Fulton St,5383,5366,17,10749
CHI00752,Sheridan Rd & Arthur Ave,5341,5396,-55,10737
CHI00787,Leavitt St & Division St,5388,5275,113,10663
13099,Halsted St & 18th St,5297,5341,-44,10638
CHI02131,Milwaukee Ave & Armitage Ave,5302,5324,-22,10626
KA1504000175,Glenwood Ave & Morse Ave,5280,5337,-57,10617
CHI00412,Stave St & Armitage Ave,5276,5306,-30,10582
CHI02116,Sangamon St & Adams St,5390,5181,209,10571
KA1504000149,Damen Ave & Foster Ave,5270,5289,-19,10559
CHI00642,Clark St & Lunt Ave,5284,5264,20,10548
CHI00223,State St & 33rd St,5258,5243,15,10501
CHI00268,California Ave & North Ave,5267,5199,68,10466
CHI00340,California Ave & Division St,5114,5237,-123,10351
CHI00486,Emerald Ave & 31st St,5043,5266,-223,10309
KA1504000162,Clark St & Lunt Ave,5105,5143,-38,10248
13143,Damen Ave & Melrose Ave,4896,5343,-447,10239
CHI02139,Carpenter St & Fulton St,5063,5079,-16,10142
13258,California Ave & North Ave,5032,5105,-73,10137
CHI00433,Southport Ave & Clark St,5268,4817,451,10085
TA1309000050,Lincoln Ave & Addison St,4864,5167,-303,10031
TA1308000036,Indiana Ave & 31st St,4885,5113,-228,9998
TA1309000012,Damen Ave & Sunnyside Ave,4996,4996,0,9992
CHI00214,Campbell Ave & Montrose Ave,4833,5027,-194,9860
TA1308000046,Morgan St & 31st St,4810,5037,-227,9847
13075,Wentworth Ave & Cermak Rd,4681,5124,-443,9805
13242,Milwaukee Ave & Rockwell St,4884,4889,-5,9773
644,Western Ave & Fillmore St,4822,4778,44,9600
CHI00472,Leavitt St & Argyle,4889,4660,229,9549
13155,Racine Ave & Randolph St,4692,4846,-154,9538
TA1309000015,Leavitt St & Lawrence Ave,4913,4602,311,9515
13081,Ogden Ave & Congress Pkwy,4869,4571,298,9440
CHI02100,The Salt Shed,4890,4547,343,9437
CHI00431,Morgan St & 31st St,4620,4776,-156,9396
15646,California Ave & Altgeld St,4564,4806,-242,9370
13256,California Ave & Division St,4487,4848,-361,9335
CHI02133,Damen Ave & Wabansia Ave,4662,4670,-8,9332
KA17018054,Damen Ave & Lake St,4589,4708,-119,9297
CHI02155,Sheridan Rd & Berwyn Ave,4600,4680,-80,9280
CHI00621,Wabash Ave & Cermak Rd,4626,4646,-20,9272
CHI00515,Ashland Ave & 13th St,4577,4654,-77,9231
CHI00610,Talman Ave & Addison St,4465,4751,-286,9216
CHI02175,Dearborn St & Adams St 2,4466,4736,-270,9202
CHI00550,Central Park Ave & Elbridge Ave,4587,4535,52,9122
15622,California Ave & Montrose Ave,4430,4631,-201,9061
CHI01050,Sheridan Rd & Columbia Ave,4547,4512,35,9059
CHI02121,Halsted St & Lake St,4458,4572,-114,9030
TA1305000001,Wabash Ave & Cermak Rd,4527,4484,43,9011
CHI00581,Rockwell St & Eastwood Ave,4324,4595,-271,8919
CHI00300,California Ave & Montrose Ave,4356,4543,-187,8899
TA1307000005,Indiana Ave & 26th St,4520,4374,146,8894
CHI00005,Milwaukee Ave & Wabansia Ave,4507,4370,137,8877
CHI00616,California Ave & Fletcher St,4315,4508,-193,8823
15623,Campbell Ave & Montrose Ave,4306,4504,-198,8810
CHI00489,Canal St & Harrison St,4417,4365,52,8782
KA1504000148,Clark St & Elmdale Ave,4250,4518,-268,8768
CHI00224,Calumet Ave & 33rd St,4430,4290,140,8720
13354,Ashland Ave & 13th St,4126,4574,-448,8700
CHI00628,California Ave & Altgeld St,4317,4382,-65,8699
CHI00235,Clinton St & 18th St,4394,4288,106,8682
TA1308000047,Southport Ave & Clark St,4547,4124,423,8671
CHI00962,Avers Ave & Belmont Ave,4208,4391,-183,8599
TA1309000032,Elston Ave & Wabansia Ave,4120,4439,-319,8559
CHI02135,Damen Ave & St Paul Ave,4214,4324,-110,8538
520,Greenview Ave & Jarvis Ave,4304,4231,73,8535
CHI00331,Wood St & Webster Ave,4226,4279,-53,8505
20.0,Damen Ave & Wabansia Ave,4594,3890,704,8484
660,Sheridan Rd & Columbia Ave,4223,4243,-20,8466
CHI02330,Museum Campus Metra Station,4274,4167,107,8441
CHI01287,Greenview Ave & Jarvis Ave,4300,4136,164,8436
CHI02119,Wood St & Milwaukee Ave,4051,4356,-305,8407
TA1307000044,Clinton St & 18th St,4188,4204,-16,8392
13326,Canal St & Harrison St,4436,3913,523,8349
KA1504000090,St. Louis Ave & Fullerton Ave,4124,4203,-79,8327
428,Milwaukee Ave & Fullerton Ave,4365,3944,421,8309
20254.0,W Armitage Ave & N Sheffield Ave,4302,3928,374,8230
CHI02151,Malden St & Wilson Ave,4130,4097,33,8227
15632,Talman Ave & Addison St,3959,4266,-307,8225
CHI00328,Rhodes Ave & 32nd St,4177,4023,154,8200
CHI02132,Paulina St & Cortland St,4081,4110,-29,8191
CHI02144,Racine Ave & Webster Ave,4025,4159,-134,8184
CHI00361,Clark St & Schreiber Ave,4069,4100,-31,8169
KA1503000004,Lake Park Ave & 35th St,4229,3938,291,8167
CHI02038,Chicago Ave & Washington St,4050,4086,-36,8136
CHI00529,Leavitt St & Addison St,4005,4119,-114,8124
CHI00267,Damen Ave & Cullerton St,3927,4162,-235,8089
CHI00599,Winchester Ave & Elston Ave,3940,4136,-196,8076
CHI00556,Shields Ave & 31st St,4115,3941,174,8056
KA1504000093,Rockwell St & Eastwood Ave,3960,4095,-135,8055
CHI00614,Western Ave & Roscoe St,3981,4045,-64,8026
CHI02162,Halsted St & Melrose St,3974,4037,-63,8011
CHI02171,Dorchester Ave & 53rd St,4082,3916,166,7998
13304,Racine Ave & 15th St,4019,3977,42,7996
CHI00434,Racine Ave & 15th St,4114,3863,251,7977
13249,Ashland Ave & Belle Plaine Ave,4040,3926,114,7966
CHI00552,Richmond St & Diversey Ave,3960,3978,-18,7938
CHI00401,Halsted St & 35th St,3956,3957,-1,7913
CHI00380,Ashland Ave & Belle Plaine Ave,4018,3861,157,7879
TA1307000048,Fort Dearborn Dr & 31st St,4057,3806,251,7863
